action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,month,time_remaining,home_play
Other,Layup,"(-30.88, -10.96]","(-10.6, 22.8]",2,0,2015-16,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,2,326,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(223.2, 256.6]",2,0,2015-16,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHI,2,166,0
Turnaround Fadeaway shot,Jump Shot,"(88.64, 108.56]","(-10.6, 22.8]",3,0,2015-16,9,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,CHI,2,699,0
Fadeaway Jump Shot,Jump Shot,"(148.4, 168.32]","(-10.6, 22.8]",3,0,2015-16,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,CHI,2,665,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(156.4, 189.8]",3,0,2015-16,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHI,2,366,0
Fadeaway Jump Shot,Jump Shot,"(-70.72, -50.8]","(156.4, 189.8]",3,0,2015-16,16,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,CHI,2,321,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(56.2, 89.6]",4,0,2015-16,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,CHI,2,87,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(223.2, 256.6]",1,0,2015-16,28,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIL,2,658,0
Turnaround Jump Shot,Jump Shot,"(108.56, 128.48]","(22.8, 56.2]",1,0,2015-16,11,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIL,2,575,0
Step Back Jump shot,Jump Shot,"(88.64, 108.56]","(22.8, 56.2]",1,0,2015-16,11,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIL,2,522,0
Jump Shot,Jump Shot,"(-170.32, -150.4]","(89.6, 123.0]",1,0,2015-16,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIL,2,331,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(223.2, 256.6]",1,0,2015-16,28,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIL,2,220,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(123.0, 156.4]",2,0,2015-16,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIL,2,183,0
Step Back Jump shot,Jump Shot,"(208.16, 228.08]","(89.6, 123.0]",2,0,2015-16,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIL,2,94,0
Jump Shot,Jump Shot,"(128.48, 148.4]","(189.8, 223.2]",3,0,2015-16,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIL,2,508,0
Jump Shot,Jump Shot,"(-90.64, -70.72]","(-10.6, 22.8]",3,0,2015-16,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIL,2,442,0
Jump Shot,Jump Shot,"(128.48, 148.4]","(56.2, 89.6]",3,0,2015-16,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIL,2,339,0
Jump Shot,Jump Shot,"(-230.08, -210.16]","(89.6, 123.0]",1,0,2015-16,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MEM,2,609,0
Jump Shot,Jump Shot,"(-30.88, -10.96]","(223.2, 256.6]",1,0,2015-16,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,MEM,2,554,0
Pullup Jump shot,Jump Shot,"(148.4, 168.32]","(123.0, 156.4]",1,0,2015-16,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MEM,2,441,0
Turnaround Fadeaway shot,Jump Shot,"(68.72, 88.64]","(89.6, 123.0]",2,0,2015-16,12,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,MEM,2,389,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(189.8, 223.2]",2,0,2015-16,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MEM,2,272,0
Turnaround Fadeaway shot,Jump Shot,"(-170.32, -150.4]","(-10.6, 22.8]",2,0,2015-16,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MEM,2,92,0
Turnaround Fadeaway shot,Jump Shot,"(108.56, 128.48]","(22.8, 56.2]",2,0,2015-16,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MEM,2,24,0
Jump Shot,Jump Shot,"(228.08, 248.0]","(89.6, 123.0]",3,0,2015-16,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MEM,2,703,0
Step Back Jump shot,Jump Shot,"(168.32, 188.24]","(156.4, 189.8]",4,0,2015-16,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MEM,2,209,0
Jump Shot,Jump Shot,"(28.88, 48.8]","(223.2, 256.6]",4,0,2015-16,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,MEM,2,159,0
Jump Shot,Jump Shot,"(-190.24, -170.32]","(156.4, 189.8]",1,0,2015-16,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,3,493,0
Pullup Jump shot,Jump Shot,"(-150.4, -130.48]","(189.8, 223.2]",1,0,2015-16,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,3,280,0
Jump Shot,Jump Shot,"(-90.64, -70.72]","(156.4, 189.8]",1,0,2015-16,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,GSW,3,668,1
Fadeaway Jump Shot,Jump Shot,"(128.48, 148.4]","(123.0, 156.4]",1,0,2015-16,19,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,GSW,3,612,1
Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",1,0,2015-16,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,3,594,1
Turnaround Fadeaway shot,Jump Shot,"(68.72, 88.64]","(56.2, 89.6]",2,0,2015-16,10,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,GSW,3,540,1
Jump Shot,Jump Shot,"(228.08, 248.0]","(-44.835, -10.6]",2,0,2015-16,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,GSW,3,502,1
Turnaround Jump Shot,Jump Shot,"(8.96, 28.88]","(56.2, 89.6]",2,0,2015-16,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,GSW,3,382,1
Jump Shot,Jump Shot,"(-250.498, -230.08]","(89.6, 123.0]",2,0,2015-16,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,GSW,3,285,1
Running Jump Shot,Jump Shot,"(-230.08, -210.16]","(356.8, 390.2]",3,0,2015-16,42,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,GSW,3,405,1
Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",3,0,2015-16,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,3,307,1
Pullup Jump shot,Jump Shot,"(88.64, 108.56]","(123.0, 156.4]",1,0,2015-16,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CLE,3,628,1
Fadeaway Jump Shot,Jump Shot,"(28.88, 48.8]","(56.2, 89.6]",1,0,2015-16,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,CLE,3,513,1
Turnaround Jump Shot,Jump Shot,"(28.88, 48.8]","(-10.6, 22.8]",1,0,2015-16,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,CLE,3,411,1
Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",1,0,2015-16,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CLE,3,314,1
Pullup Jump shot,Jump Shot,"(168.32, 188.24]","(22.8, 56.2]",1,0,2015-16,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,CLE,3,249,1
Hook Shot,Hook Shot,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2015-16,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CLE,3,181,1
Turnaround Jump Shot,Jump Shot,"(128.48, 148.4]","(22.8, 56.2]",2,0,2015-16,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,CLE,3,122,1
Turnaround Jump Shot,Jump Shot,"(-70.72, -50.8]","(89.6, 123.0]",2,0,2015-16,12,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,CLE,3,77,1
Jump Shot,Jump Shot,"(-130.48, -110.56]","(189.8, 223.2]",2,0,2015-16,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,CLE,3,32,1
Step Back Jump shot,Jump Shot,"(-90.64, -70.72]","(223.2, 256.6]",3,0,2015-16,25,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,CLE,3,649,1
Turnaround Jump Shot,Jump Shot,"(-150.4, -130.48]","(22.8, 56.2]",3,0,2015-16,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,CLE,3,624,1
Pullup Jump shot,Jump Shot,"(-190.24, -170.32]","(22.8, 56.2]",3,0,2015-16,18,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,CLE,3,497,1
Jump Shot,Jump Shot,"(-90.64, -70.72]","(223.2, 256.6]",4,0,2015-16,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,CLE,3,197,1
Jump Shot,Jump Shot,"(-190.24, -170.32]","(156.4, 189.8]",1,0,2015-16,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NYK,3,617,1
Driving Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",1,0,2015-16,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NYK,3,571,1
Pullup Jump shot,Jump Shot,"(-130.48, -110.56]","(89.6, 123.0]",1,0,2015-16,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,NYK,3,378,1
Jump Shot,Jump Shot,"(228.08, 248.0]","(22.8, 56.2]",1,0,2015-16,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,NYK,3,323,1
Jump Shot,Jump Shot,"(-50.8, -30.88]","(56.2, 89.6]",1,0,2015-16,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NYK,3,232,1
Fadeaway Jump Shot,Jump Shot,"(-150.4, -130.48]","(22.8, 56.2]",1,0,2015-16,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NYK,3,167,1
Jump Shot,Jump Shot,"(208.16, 228.08]","(156.4, 189.8]",2,0,2015-16,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NYK,3,370,1
Pullup Jump shot,Jump Shot,"(68.72, 88.64]","(56.2, 89.6]",2,0,2015-16,10,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,NYK,3,141,1
Jump Shot,Jump Shot,"(-170.32, -150.4]","(189.8, 223.2]",2,0,2015-16,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NYK,3,117,1
Jump Shot,Jump Shot,"(-30.88, -10.96]","(189.8, 223.2]",2,0,2015-16,22,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,NYK,3,43,1
Turnaround Jump Shot,Jump Shot,"(48.8, 68.72]","(56.2, 89.6]",4,0,2015-16,9,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,NYK,3,197,1
Turnaround Jump Shot,Jump Shot,"(128.48, 148.4]","(22.8, 56.2]",4,0,2015-16,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NYK,3,92,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(56.2, 89.6]",4,0,2015-16,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NYK,3,65,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(-10.6, 22.8]",4,0,2015-16,12,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NYK,3,9,1
Pullup Jump shot,Jump Shot,"(88.64, 108.56]","(156.4, 189.8]",1,0,2015-16,19,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MEM,3,391,1
Turnaround Fadeaway shot,Jump Shot,"(108.56, 128.48]","(-10.6, 22.8]",1,0,2015-16,11,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MEM,3,329,1
Jump Shot,Jump Shot,"(-190.24, -170.32]","(189.8, 223.2]",1,0,2015-16,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MEM,3,316,1
Driving Reverse Layup Shot,Layup,"(-30.88, -10.96]","(-10.6, 22.8]",1,0,2015-16,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,3,302,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(223.2, 256.6]",2,0,2015-16,26,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MEM,3,337,1
Jump Shot,Jump Shot,"(8.96, 28.88]","(223.2, 256.6]",2,0,2015-16,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,MEM,3,302,1
Turnaround Fadeaway shot,Jump Shot,"(-150.4, -130.48]","(-44.835, -10.6]",3,0,2015-16,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MEM,3,640,1
Jump Shot,Jump Shot,"(168.32, 188.24]","(156.4, 189.8]",3,0,2015-16,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MEM,3,554,1
Turnaround Fadeaway shot,Jump Shot,"(-50.8, -30.88]","(89.6, 123.0]",3,0,2015-16,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MEM,3,492,1
Pullup Jump shot,Jump Shot,"(-70.72, -50.8]","(89.6, 123.0]",3,0,2015-16,11,0.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,MEM,3,456,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(189.8, 223.2]",3,0,2015-16,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MEM,3,444,1
Other,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2015-16,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,3,437,1
Turnaround Fadeaway shot,Jump Shot,"(28.88, 48.8]","(89.6, 123.0]",3,0,2015-16,10,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MEM,3,321,1
Turnaround Fadeaway shot,Jump Shot,"(128.48, 148.4]","(89.6, 123.0]",4,0,2015-16,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MEM,3,611,1
Pullup Jump shot,Jump Shot,"(128.48, 148.4]","(89.6, 123.0]",4,0,2015-16,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MEM,3,406,1
Pullup Jump shot,Jump Shot,"(168.32, 188.24]","(-10.6, 22.8]",1,0,2015-16,18,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,PHX,3,535,0
Pullup Jump shot,Jump Shot,"(48.8, 68.72]","(156.4, 189.8]",1,0,2015-16,19,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,PHX,3,416,0
Turnaround Jump Shot,Jump Shot,"(148.4, 168.32]","(-10.6, 22.8]",1,0,2015-16,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,PHX,3,255,0
Turnaround Fadeaway shot,Jump Shot,"(68.72, 88.64]","(56.2, 89.6]",1,0,2015-16,11,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,PHX,3,221,0
Jump Shot,Jump Shot,"(-150.4, -130.48]","(189.8, 223.2]",2,0,2015-16,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,3,372,0
Jump Shot,Jump Shot,"(-170.32, -150.4]","(189.8, 223.2]",2,0,2015-16,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,3,37,0
Turnaround Jump Shot,Jump Shot,"(128.48, 148.4]","(-10.6, 22.8]",3,0,2015-16,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,PHX,3,598,0
Jump Shot,Jump Shot,"(228.08, 248.0]","(-10.6, 22.8]",3,0,2015-16,23,1.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,PHX,3,352,0
Jump Shot,Jump Shot,"(48.8, 68.72]","(223.2, 256.6]",3,0,2015-16,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,PHX,3,330,0
Jump Shot,Jump Shot,"(-250.498, -230.08]","(-44.835, -10.6]",4,0,2015-16,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,PHX,3,241,0
Jump Shot,Jump Shot,"(208.16, 228.08]","(123.0, 156.4]",4,0,2015-16,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,PHX,3,200,0
Pullup Jump shot,Jump Shot,"(-90.64, -70.72]","(256.6, 290.0]",4,0,2015-16,28,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,PHX,3,172,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(256.6, 290.0]",4,0,2015-16,28,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,PHX,3,74,0
Running Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",1,0,2015-16,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,3,654,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(189.8, 223.2]",1,0,2015-16,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,3,609,1
Fadeaway Jump Shot,Jump Shot,"(28.88, 48.8]","(56.2, 89.6]",1,0,2015-16,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DEN,3,513,1
Pullup Jump shot,Jump Shot,"(68.72, 88.64]","(123.0, 156.4]",1,0,2015-16,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DEN,3,477,1
Driving Reverse Layup Shot,Layup,"(-30.88, -10.96]","(-10.6, 22.8]",1,0,2015-16,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,3,288,1
Turnaround Fadeaway shot,Jump Shot,"(-150.4, -130.48]","(22.8, 56.2]",1,0,2015-16,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DEN,3,260,1
Pullup Jump shot,Jump Shot,"(68.72, 88.64]","(56.2, 89.6]",1,0,2015-16,10,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,DEN,3,222,1
Turnaround Jump Shot,Jump Shot,"(28.88, 48.8]","(56.2, 89.6]",2,0,2015-16,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DEN,3,324,1
Pullup Jump shot,Jump Shot,"(68.72, 88.64]","(-10.6, 22.8]",2,0,2015-16,8,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,DEN,3,65,1
Jump Shot,Jump Shot,"(-250.498, -230.08]","(-10.6, 22.8]",3,0,2015-16,23,1.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,DEN,3,487,1
Jump Shot,Jump Shot,"(188.24, 208.16]","(123.0, 156.4]",3,0,2015-16,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,3,431,1
Jump Shot,Jump Shot,"(208.16, 228.08]","(123.0, 156.4]",3,0,2015-16,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,3,407,1
Jump Shot,Jump Shot,"(-30.88, -10.96]","(256.6, 290.0]",3,0,2015-16,26,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,DEN,3,290,1
Jump Shot,Jump Shot,"(-10.96, 8.96]","(256.6, 290.0]",3,0,2015-16,26,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,DEN,3,253,1
Jump Shot,Jump Shot,"(-10.96, 8.96]","(256.6, 290.0]",3,0,2015-16,27,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,DEN,3,201,1
Jump Shot,Jump Shot,"(-230.08, -210.16]","(89.6, 123.0]",4,0,2015-16,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,3,276,1
Driving Layup Shot,Layup,"(-30.88, -10.96]","(-44.835, -10.6]",4,0,2015-16,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,3,216,1
Turnaround Fadeaway shot,Jump Shot,"(68.72, 88.64]","(123.0, 156.4]",4,0,2015-16,15,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DEN,3,130,1
Other,Jump Shot,"(168.32, 188.24]","(156.4, 189.8]",1,0,2015-16,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,WAS,3,601,1
Jump Shot,Jump Shot,"(168.32, 188.24]","(156.4, 189.8]",1,0,2015-16,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,WAS,3,580,1
Jump Shot,Jump Shot,"(228.08, 248.0]","(-10.6, 22.8]",1,0,2015-16,23,1.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,WAS,3,267,1
Step Back Jump shot,Jump Shot,"(48.8, 68.72]","(89.6, 123.0]",2,0,2015-16,12,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,WAS,3,376,1
Turnaround Fadeaway shot,Jump Shot,"(108.56, 128.48]","(-44.835, -10.6]",2,0,2015-16,12,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,WAS,3,288,1
Jump Shot,Jump Shot,"(-170.32, -150.4]","(223.2, 256.6]",2,0,2015-16,28,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,WAS,3,273,1
Driving Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",2,0,2015-16,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,WAS,3,250,1
Pullup Jump shot,Jump Shot,"(-110.56, -90.64]","(89.6, 123.0]",2,0,2015-16,13,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,WAS,3,45,1
Jump Shot,Jump Shot,"(228.08, 248.0]","(89.6, 123.0]",2,0,2015-16,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,WAS,3,23,1
Pullup Jump shot,Jump Shot,"(88.64, 108.56]","(123.0, 156.4]",3,0,2015-16,16,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,WAS,3,546,1
Pullup Jump shot,Jump Shot,"(8.96, 28.88]","(89.6, 123.0]",3,0,2015-16,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,WAS,3,526,1
Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",3,0,2015-16,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,WAS,3,480,1
Jump Shot,Jump Shot,"(-50.8, -30.88]","(156.4, 189.8]",1,0,2015-16,17,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,UTA,3,685,0
Pullup Jump shot,Jump Shot,"(148.4, 168.32]","(156.4, 189.8]",1,0,2015-16,23,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,3,642,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(123.0, 156.4]",1,0,2015-16,14,0.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,UTA,3,549,0
Jump Shot,Jump Shot,"(228.08, 248.0]","(-10.6, 22.8]",2,0,2015-16,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,UTA,3,475,0
Jump Shot,Jump Shot,"(228.08, 248.0]","(156.4, 189.8]",2,0,2015-16,29,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,UTA,3,156,0
Jump Shot,Jump Shot,"(228.08, 248.0]","(189.8, 223.2]",3,0,2015-16,31,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,UTA,3,329,0
Jump Shot,Jump Shot,"(208.16, 228.08]","(89.6, 123.0]",3,0,2015-16,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,UTA,3,313,0
Jump Shot,Jump Shot,"(8.96, 28.88]","(56.2, 89.6]",3,0,2015-16,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,UTA,3,196,0
Pullup Jump shot,Jump Shot,"(-10.96, 8.96]","(123.0, 156.4]",1,0,2015-16,14,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,MIA,3,674,1
Jump Shot,Jump Shot,"(148.4, 168.32]","(123.0, 156.4]",1,0,2015-16,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIA,3,512,1
Jump Shot,Jump Shot,"(-110.56, -90.64]","(-10.6, 22.8]",1,0,2015-16,10,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIA,3,424,1
Jump Shot,Jump Shot,"(-230.08, -210.16]","(22.8, 56.2]",1,0,2015-16,22,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,MIA,3,419,1
Jump Shot,Jump Shot,"(48.8, 68.72]","(56.2, 89.6]",1,0,2015-16,8,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,MIA,3,379,1
Jump Shot,Jump Shot,"(-90.64, -70.72]","(-10.6, 22.8]",1,0,2015-16,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIA,3,334,1
Jump Shot,Jump Shot,"(-210.16, -190.24]","(123.0, 156.4]",1,0,2015-16,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIA,3,210,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(123.0, 156.4]",1,0,2015-16,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,BOS,4,656,1
Jump Shot,Jump Shot,"(148.4, 168.32]","(156.4, 189.8]",1,0,2015-16,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,BOS,4,505,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(189.8, 223.2]",1,0,2015-16,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,BOS,4,459,1
Turnaround Fadeaway shot,Jump Shot,"(-30.88, -10.96]","(189.8, 223.2]",1,0,2015-16,20,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,BOS,4,386,1
Turnaround Fadeaway shot,Jump Shot,"(168.32, 188.24]","(56.2, 89.6]",1,0,2015-16,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,BOS,4,286,1
